Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Defect),Outward issue link (Tests),Outward issue link (Tests),Custom field (Begin Date),Custom field (Conditions),Custom field (Cucumber Scenario),Custom field (Cucumber Test Type),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Generic Test Definition),Custom field (Manual Test Steps),Custom field (Manual Test Steps (Export)),Custom field (Pre-Condition Type),Custom field (Rank),Custom field (Requirement Status),Custom field (Revision),Custom field (Severity),Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps Count),Custom field (Story Points),Custom field (Test Count),Custom field (Test Environments),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Defects),Custom field (Test Execution Status),Custom field (Test Plan Status),Custom field (Test Repository Path),Custom field (Test Set Status),Custom field (Test Sets association with a Test),Custom field (Test Type),Custom field (TestRunStatus),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set),Custom field (Tests association with a Test Set)
 Desktop App Test Execution for BDD (Generated By jenkins-addressbook-180),AD-114,10708,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:51,03-01-2020 18:51,03-02-2021 04:37,,,,0,Desktop,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000tj:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Api Test Execution for BDD (Generated By jenkins-addressbook-180),AD-113,10707,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:50,03-01-2020 18:50,03-02-2021 04:37,,,,0,Api,Jenkins,Regression,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000tb:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-180),AD-112,10706,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:50,03-01-2020 18:50,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000t3:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Api Test Execution for BDD (Generated By jenkins-addressbook-180),AD-111,10705,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:49,03-01-2020 18:49,03-02-2021 04:37,,,,0,Api,Jenkins,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000sv:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-180),AD-110,10704,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:49,03-01-2020 18:49,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000sn:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-179),AD-109,10703,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:32,03-01-2020 18:32,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000sf:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Api Test Execution for BDD (Generated By jenkins-addressbook-179),AD-108,10702,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:31,03-01-2020 18:31,03-02-2021 04:37,,,,0,Api,Jenkins,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000s7:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-179),AD-107,10701,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 18:31,03-01-2020 18:31,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000rz:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
 Desktop App Test Execution for BDD (Generated By jenkins-BDD_APP-67),AD-106,10700,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 16:45,03-01-2020 16:45,03-02-2021 04:37,,,,0,Desktop,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000rr:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Api Test Execution for BDD (Generated By jenkins-BDD_APP-63),AD-105,10601,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 16:06,03-01-2020 16:06,03-02-2021 04:37,,,,0,Api,Jenkins,Regression,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000rj:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Api Test Execution for BDD (Generated By jenkins-BDD_APP-63),AD-104,10600,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 16:05,03-01-2020 16:05,03-02-2021 04:37,,,,0,Api,Jenkins,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000rb:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-BDD_APP-59),AD-103,10559,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 14:57,03-01-2020 14:57,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000r3:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
 Desktop App Test Execution for BDD (Generated By jenkins-addressbook-175),AD-101,10557,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 13:04,03-01-2020 13:04,03-02-2021 04:37,,,,0,Desktop,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000qn:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Api Test Execution for BDD (Generated By jenkins-addressbook-175),AD-100,10556,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 13:03,03-01-2020 13:03,03-02-2021 04:37,,,,0,Api,Jenkins,Regression,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000qf:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-175),AD-99,10555,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 13:03,03-01-2020 13:03,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000q7:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Api Test Execution for BDD (Generated By jenkins-addressbook-175),AD-98,10554,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 13:01,03-01-2020 13:01,03-02-2021 04:37,,,,0,Api,Jenkins,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000pz:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-175),AD-97,10553,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 13:01,03-01-2020 13:01,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000pr:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-24),AD-95,10551,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 12:44,03-01-2020 12:44,03-02-2021 04:37,,,,0,Api,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000pj:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-23),AD-93,10549,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 12:41,03-01-2020 12:41,03-02-2021 04:37,,,,0,Api,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000pb:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-23),AD-91,10547,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 12:41,03-01-2020 12:41,03-02-2021 04:37,,,,0,Api,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000ov:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-23),AD-89,10545,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 12:41,03-01-2020 12:41,03-02-2021 04:37,,,,0,Api,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000of:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-21),AD-88,10544,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 11:35,03-01-2020 11:35,03-02-2021 04:37,,,,0,Desktop,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000o7:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Desktop Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-16),AD-87,10543,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 11:15,03-01-2020 11:15,03-02-2021 04:37,,,,0,Desktop,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000nz:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-174),AD-86,10542,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 10:53,03-01-2020 10:53,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000nr:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-13),AD-85,10541,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 10:49,03-01-2020 10:49,03-02-2021 04:37,,,,0,Api,Jenkins,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000nj:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Api Test Execution for  BDD (Generated By jenkins-Addressbook_XrayResluts-11),AD-84,10540,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 10:24,03-01-2020 10:24,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000nb:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Api Test Execution for BDD (Generated By jenkins-addressbook-173),AD-83,10539,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 10:09,03-01-2020 10:09,03-02-2021 04:37,,,,0,Api,Jenkins,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000n3:,,,,,,,,,,,,Dev,,,,,,"PASS : 0(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-173),AD-82,10538,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 10:08,03-01-2020 10:08,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000mv:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
Regression Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-172),AD-81,10537,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 08:18,03-01-2020 08:18,03-02-2021 04:37,,,,0,Jenkins,Regression,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000mn:,,,,,,,,,,,,Dev,,,,,,"PASS : 2(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-53,AD-49,,,,,,,,,,,,,,,,,,
Smoke Web Test Execution for Addressbook BDD (Generated By jenkins-addressbook-172),AD-80,10536,Test Execution,To Do,AD,Addressbook,software,gopiprasanthp,,,Medium,,,gopiprasanthp,gopiprasanthp,03-01-2020 08:17,03-01-2020 08:17,03-02-2021 04:37,,,,0,Jenkins,smoke,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,0|i000mf:,,,,,,,,,,,,Dev,,,,,,"PASS : 5(100.0%), FAIL : 0(0.0%), ABORTED : 0(0.0%), EXECUTING : 0(0.0%), TODO : 0(0.0%)",,,,,,,AD-52,AD-51,AD-50,AD-49,AD-48,,,,,,,,,,,,,,,
SortContact_Lastname,AD-57,10513,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:34,03-02-2021 04:37,,,,0,sortFeature,web/features/SortContact_Lastname.feature,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,AD-5,,,,"Given user is on home page
When clicked on last name
Then user should see contact with last name anderson as first contact",Scenario,,,,,,,[],<p>N/A</p>,,0|i000l3:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
SortContact_Firstname,AD-56,10512,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:34,03-02-2021 04:37,,,,0,sortFeature,web/features/SortContact_Firstname.feature,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,AD-5,,,,"Given user is on home page
When clicked on firstname
Then user should see contact with first name Alex as first contact",Scenario,,,,,,,[],<p>N/A</p>,,0|i000kv:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
SortContact_Email,AD-55,10511,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:34,03-02-2021 04:37,,,,0,sortFeature,web/features/SortContact_Email.feature,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,AD-5,,,,"Given user is on home page
When clicked on email
Then user should see contact with email alex@king.com as first contact",Scenario,,,,,,,[],<p>N/A</p>,,0|i000kn:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,FAIL,,,,,,,,,,,,,,,,,,,,
SearchContact,AD-54,10510,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:32,03-02-2021 04:37,,,,0,searchFeature,web/features/SearchContact.feature,,,,gopiprasanthp,,,,,,,,,,,,,,,,,,,,,AD-3,,,,"Given user is on home page
When user clicks on search contact
And enter the contact name
Then the contact should be displayed",Scenario,,,,,,,[],<p>N/A</p>,,0|i000kf:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
EditContact,AD-53,10509,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:33,03-02-2021 04:37,,,,0,editFeature,regression,web/features/EditContact.feature,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-174,AD-193,AD-240,AD-4,AD-520,,,"Given user is on home page
When user clicks on a contact
And edit contact details
And click save button
Then the contact should be saved",Scenario,,,,,,,[],<p>N/A</p>,,0|i000k7:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,FAIL,,,,,,,,,,,,,,,,,,,,
AddContact_Invalidemail,AD-52,10508,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:34,03-02-2021 04:37,,,,0,addFeature,smoke,web/features/AddContact_Invalidemail.feature,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-176,AD-195,AD-196,AD-9,,,,"Given user is on home page
When click on new contact
And invalid email format is entered
Then the contact should not be saved",Scenario,,,,,,,[],<p>N/A</p>,,0|i000jz:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
AddContact_InvalidDob,AD-51,10507,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:34,03-02-2021 04:37,,,,0,addFeature,smoke,web/features/AddContact_InvalidDob.feature,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-197,AD-198,,AD-8,,,,"Given user is on home page
When click on new contact
And invalid dob format is entered
Then the contact should not be saved",Scenario,,,,,,,[],<p>N/A</p>,,0|i000jr:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
AddContact_EmptyInputs,AD-50,10506,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:32,03-02-2021 04:37,,,,0,addFeature,smoke,web/features/AddContact_EmptyInputs.feature,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-199,AD-643,,AD-7,,,,"Given user is on home page
When click on new contact
And empty fields are given
Then the contact should not be saved",Scenario,,,,,,,[],<p>N/A</p>,,0|i000jj:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,ABORTED,,,,,,,,,,,,,,,,,,,,
AddContact_CreateContact,AD-49,10505,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 11:32,03-02-2021 04:37,,,,0,addFeature,regression,smoke,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-175,AD-194,,AD-2,,,,"Given user is on home page
When click on new contact
And details are entered
Then the contact should be saved",Scenario,,,,,,,[],<p>N/A</p>,,0|i000jb:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,FAIL,,,,,,,,,,,,,,,,,,,,
AddContact_CancelButton,AD-48,10504,Test,To Do,AD,Addressbook,software,gopiprasanthp,,,Lowest,,gopiprasanthp,gopiprasanthp,gopiprasanthp,03-01-2020 07:20,03-09-2020 13:04,03-02-2021 04:37,,,,0,addFeature,smoke,web/features/AddContact_CancelButton.feature,,,gopiprasanthp,,,,,,,,,,,,,,,,,,AD-323,,,AD-6,,,,"Given user is on home page
When click on new contact
And Clicked on cancel button
Then cancel button should not be displayed",Scenario,,,,,,,[],<p>N/A</p>,,0|i000j3:,,,,,,,,,,,,,,,,,,,,,,AD-22,Cucumber,PASS,,,,,,,,,,,,,,,,,,,,
